"ID","info","inCore","count","MK-ID"
"Loyless Jc, 1997, PROG FISH CULT","Loyless Jc, 1997, PROG FISH CULT, V59, P198",False,1,"None"
"Martins Cim, 2009, AQUACULTURE","Martins Cim, 2009, AQUACULTURE, V291, P65",False,1,"None"
"Mishra Rr, 2008, TURK J FISH AQUAT SC","Mishra Rr, 2008, TURK J FISH AQUAT SC, V8, P71",False,1,"None"
"Rakocy Je, 1992, SO REGIONAL AQUACULT","Rakocy Je, 1992, SO REGIONAL AQUACULT, V454",False,1,"None"
"Tagliavini M, 2005, EUR J AGRON","Tagliavini M, 2005, EUR J AGRON, V23, P15",False,1,"None"
"Timmons Mb, 2002, NORTHEASTERN AQUACUL","Timmons Mb, 2002, NORTHEASTERN AQUACUL",False,1,"None"
"Tyson Rv, 2007, J PLANT NUTR","Tyson Rv, 2007, J PLANT NUTR, V30, P901",False,1,"None"
"Beveridge Mcm, 1991, ADV WORLD AQUACULTUR","Beveridge Mcm, 1991, ADV WORLD AQUACULTUR, V3, P506",False,1,"None"
"Brinkmann W L F, 1973, ACTA AMAZONICA","Brinkmann W L F, 1973, ACTA AMAZONICA, V3, P33",False,1,"None"
"Brune De, 2003, AQUACULT ENG","Brune De, 2003, AQUACULT ENG, V28, P65",False,1,"None"
"Brune De, 2001, AES ISSUES FORUM","Brune De, 2001, AES ISSUES FORUM, P81",False,1,"None"
"Buitrago-Suárez Ua, 2007, ZOOTAXA","Buitrago-Suárez Ua, 2007, ZOOTAXA, P1",False,1,"None"
"Chin Kk, 1993, WATER SCI TECHNOL","Chin Kk, 1993, WATER SCI TECHNOL, V27, P141",False,1,"None"
"Corpron Ke, 1983, AQUACULTURE","Corpron Ke, 1983, AQUACULTURE, V32, P347",False,1,"None"
"Culley D D Jr, 1981, JOURNAL OF THE WORLD MARICULTURE SOCIETY","Culley D D Jr, 1981, JOURNAL OF THE WORLD MARICULTURE SOCIETY, V12, P27",False,1,"None"
"Bicudo Ajd, 2012, PESQUI AGROPECU BRAS","Bicudo Ajd, 2012, PESQUI AGROPECU BRAS, V47, P838",False,1,"None"
"Drapcho Cm, 2000, AQUACULT ENG","Drapcho Cm, 2000, AQUACULT ENG, V21, P151",False,1,"None"
"Evers H-G, 2005, CATFISH ATLAS S AM C","Evers H-G, 2005, CATFISH ATLAS S AM C, V1",False,1,"None"
"Falk Tm, 2000, ICLARM C P","Falk Tm, 2000, ICLARM C P, V63, P8",False,1,"None"
"Fisch-Muller S, 2003, CHECKLIST FRESHWATER","Fisch-Muller S, 2003, CHECKLIST FRESHWATER, P373",False,1,"None"
"García-Dávilla C, 2013, GENETICA","García-Dávilla C, 2013, GENETICA, V141, P347",False,1,"None"
"Gilles S, 2013, ANIMAL","Gilles S, 2013, ANIMAL, V7, P322",False,1,"None"
"Gilles S, 2008, AQUACULT ENG","Gilles S, 2008, AQUACULT ENG, V39, P113",False,1,"None"
"Goulding M, 1988, RIO NEGRO RICK LIFE","Goulding M, 1988, RIO NEGRO RICK LIFE",False,1,"None"
"Hargreaves Ja, 2006, AQUACULT ENG","Hargreaves Ja, 2006, AQUACULT ENG, V34, P344",False,1,"None"
"Hussenot J, 1998, AQUAT LIVING RESOUR","Hussenot J, 1998, AQUAT LIVING RESOUR, V11, P297",False,1,"None"
"King Dl, 1970, J WATER POLLUT CON F","King Dl, 1970, J WATER POLLUT CON F, V42, P2035",False,1,"None"
"Laurance Wf, 2014, TRENDS ECOL EVOL","Laurance Wf, 2014, TRENDS ECOL EVOL, V1776, P1",False,1,"None"
"Leibel Ws, 1985, FRESHWATER AND MARINE AQUARIUM","Leibel Ws, 1985, FRESHWATER AND MARINE AQUARIUM, V8, P52",False,1,"None"
"Li Gu, 2007, WUHAN UNIVERSITY JOURNAL OF NATURAL SCIENCES","Li Gu, 2007, WUHAN UNIVERSITY JOURNAL OF NATURAL SCIENCES, V12, P1131",False,1,"None"
"Lucanus O, 2009, AMAZON WATER","Lucanus O, 2009, AMAZON WATER",False,1,"None"
"Makareviciene Violeta, 2011, ENVIRONMENTAL RESEARCH","Makareviciene Violeta, 2011, ENVIRONMENTAL RESEARCH, ,",False,1,"None"
"Moquet Js, 2011, CHEM GEOL","Moquet Js, 2011, CHEM GEOL, V287, P1",False,1,"None"
"Nuñez J, 2008, AQUAC RES","Nuñez J, 2008, AQUAC RES, V39, P764",False,1,"None"
"Núñez J, 2011, AQUAC RES","Núñez J, 2011, AQUAC RES, V42, P764",False,1,"None"
"Pauly D, 1976, AQUACULTURE","Pauly D, 1976, AQUACULTURE, V7, P33",False,1,"None"
"Pipes Wo, 1962, APPL MICROBIOL","Pipes Wo, 1962, APPL MICROBIOL, V10, P1",False,1,"None"
"Rakocy J, 1999, AQUAC MAG","Rakocy J, 1999, AQUAC MAG, V25, P83",False,1,"None"
"Rakocy Je, 1999, AQUAC MAG","Rakocy Je, 1999, AQUAC MAG, P64",False,1,"None"
"Romer U, 2006, CICHLID ATLAS 2 NATU","Romer U, 2006, CICHLID ATLAS 2 NATU, V2",False,1,"None"
"Romer U, 2000, NATURAL HIST S AM DW","Romer U, 2000, NATURAL HIST S AM DW, V1",False,1,"None"
"Seidel I, 2005, WELS ATLAS","Seidel I, 2005, WELS ATLAS, V2",False,1,"None"
"Sevrin-Reyssac J, 1997, ENVIRON EXP BOT","Sevrin-Reyssac J, 1997, ENVIRON EXP BOT, V38, P211",False,1,"None"
"Small Bc, 2006, IMPROVEMENTS CHANNEL","Small Bc, 2006, IMPROVEMENTS CHANNEL",False,1,"None"
"Stawikowski R, 1987, AQUARIEN- UND TERRARIEN-ZEITSCHRIFT","Stawikowski R, 1987, AQUARIEN- UND TERRARIEN-ZEITSCHRIFT, V40, P499",False,1,"None"
"Stawikowski R, 1998, BUNTBARSCHE AMERIKAS","Stawikowski R, 1998, BUNTBARSCHE AMERIKAS, V1",False,1,"None"
"Stawikowski R, 2004, BUNTBARSCHE AMERIKAS","Stawikowski R, 2004, BUNTBARSCHE AMERIKAS",False,1,"None"
"Tilley Dr, 2002, AQUACULT ENG","Tilley Dr, 2002, AQUACULT ENG, V26, P81",False,1,"None"
"Trewavas E, 1983, TILAPIINE FISHES GEN","Trewavas E, 1983, TILAPIINE FISHES GEN",False,1,"None"
"Turker H, 2003, AQUACULTURE","Turker H, 2003, AQUACULTURE, V215, P93",False,1,"None"
"Weidner T, 2000, S AM EARTHEATERS","Weidner T, 2000, S AM EARTHEATERS",False,1,"None"
"Witt U, 1981, AQUACULTURE","Witt U, 1981, AQUACULTURE, V23, P171",False,1,"None"
"Zachritz Wh, 2008, AQUACULT ENG","Zachritz Wh, 2008, AQUACULT ENG, V39, P16",False,1,"None"
"Zhang Sy, 2011, AQUACULT ENG","Zhang Sy, 2011, AQUACULT ENG, V45, P93",False,1,"None"
"Abdo Z, 2006, ENVIRON MICROBIOL","Abdo Z, 2006, ENVIRON MICROBIOL, V8, P929",False,1,"None"
"Pereyra Ma, 2009, EUR J SOIL BIOL","Pereyra Ma, 2009, EUR J SOIL BIOL, V45, P20",False,1,"None"
"Barassi Ca, 2007, DYN SOIL DYN PLANT","Barassi Ca, 2007, DYN SOIL DYN PLANT, V1, P68",False,1,"None"
"Bashan Y, 2004, CAN J MICROBIOL","Bashan Y, 2004, CAN J MICROBIOL, V50, P521",False,1,"None"
"Bashan Y, 1990, CAN J MICROBIOL","Bashan Y, 1990, CAN J MICROBIOL, V36, P591",False,1,"None"
"Bashan Y, 1997, CAN J MICROBIOL","Bashan Y, 1997, CAN J MICROBIOL, V43, P103",False,1,"None"
"Baudoin E, 2009, SOIL BIOL BIOCHEM","Baudoin E, 2009, SOIL BIOL BIOCHEM, V41, P409",False,1,"None"
"Ben-Shalom N, 2003, CROP PROT","Ben-Shalom N, 2003, CROP PROT, V22, P285",False,1,"None"
"Chittoor Jm, 1999, PATHOGENESIS-RELATED PROTEINS IN PLANTS","Chittoor Jm, 1999, PATHOGENESIS-RELATED PROTEINS IN PLANTS, P171",False,1,"None"
"Danovaro R, 2006, APPL ENVIRON MICROB","Danovaro R, 2006, APPL ENVIRON MICROB, V72, P5982",False,1,"None"
"Dobbelaere S, 2001, AUST J PLANT PHYSIOL","Dobbelaere S, 2001, AUST J PLANT PHYSIOL, V28, P871",False,1,"None"
"Dobbelaere S, 1999, PLANT SOIL","Dobbelaere S, 1999, PLANT SOIL, V212, P155",False,1,"None"
"El-Khawas H, 1999, BIOL FERT SOILS","El-Khawas H, 1999, BIOL FERT SOILS, V28, P377",False,1,"None"
"Gamalero E, 2008, FEMS MICROBIOL ECOL","Gamalero E, 2008, FEMS MICROBIOL ECOL, V64, P459",False,1,"None"
"Grayston Sj, 1997, APPL SOIL ECOL","Grayston Sj, 1997, APPL SOIL ECOL, V5, P29",False,1,"None"
"Harari A, 1988, PLANT SOIL","Harari A, 1988, PLANT SOIL, V110, P275",False,1,"None"
"Herschkovitz Y, 2005, MICROB ECOL","Herschkovitz Y, 2005, MICROB ECOL, V50, P277",False,1,"None"
"Herschkovitz Y, 2005, ENVIRON MICROBIOL","Herschkovitz Y, 2005, ENVIRON MICROBIOL, V7, P1847",False,1,"None"
"Hiraga S, 2001, PLANT CELL PHYSIOL","Hiraga S, 2001, PLANT CELL PHYSIOL, V42, P462",False,1,"None"
"Landa Bb, 2003, PHYTOPATHOLOGY","Landa Bb, 2003, PHYTOPATHOLOGY, V93, P982",False,1,"None"
"Lerner A, 2006, SOIL BIOL BIOCHEM","Lerner A, 2006, SOIL BIOL BIOCHEM, V38, P1212",False,1,"None"
"Naylor Sj, 1999, N AM J AQUACULT","Naylor Sj, 1999, N AM J AQUACULT, V61, P21",False,1,"None"
"Okon Y, 1994, SOIL BIOL BIOCHEM","Okon Y, 1994, SOIL BIOL BIOCHEM, V26, P1591",False,1,"None"
"Olsen C, 1950, PHYSIOL PLANTARUM","Olsen C, 1950, PHYSIOL PLANTARUM, V3, P152",False,2,"None"
"Ribaudo Cm, 2006, J PLANT GROWTH REGUL","Ribaudo Cm, 2006, J PLANT GROWTH REGUL, V25, P175",False,1,"None"
"Saikaly Pe, 2005, APPL ENVIRON MICROB","Saikaly Pe, 2005, APPL ENVIRON MICROB, V71, P5814",False,1,"None"
"Shelud'Ko Av, 2010, MICROBIOLOGY+","Shelud'Ko Av, 2010, MICROBIOLOGY+, V79, P688",False,1,"None"
"Steenhoudt O, 2000, FEMS MICROBIOL REV","Steenhoudt O, 2000, FEMS MICROBIOL REV, V24, P487",False,1,"None"
"Valentín-Vargas A, 2012, PLOS ONE","Valentín-Vargas A, 2012, PLOS ONE, V7",False,1,"None"
"Goda Ama, 2014, AQ AM 2014 C FEBR 9","Goda Ama, 2014, AQ AM 2014 C FEBR 9",False,1,"None"
"Goodman Er, 2011, THESIS MIT BOSTON","Goodman Er, 2011, THESIS MIT BOSTON",False,1,"None"
"Helal Am, 2005, ALEXANDRIA J AGR RES","Helal Am, 2005, ALEXANDRIA J AGR RES, V50, P1",False,1,"None"
"Holliman Jb, 2006, THESIS GRADUATE FACU","Holliman Jb, 2006, THESIS GRADUATE FACU",False,1,"None"
"Mayer E, 2012, MONITORING POND WATE","Mayer E, 2012, MONITORING POND WATE",False,1,"None"
"Scott D, 1993, P WORLD AQ SOC C TOR","Scott D, 1993, P WORLD AQ SOC C TOR",False,1,"None"
"Stickney R R, 2005, AQUACULTURE: AN INTRODUCTORY TEXT","Stickney R R, 2005, AQUACULTURE: AN INTRODUCTORY TEXT",False,1,"None"
"Burns Ig, 2010, J PLANT NUTR","Burns Ig, 2010, J PLANT NUTR, V34, P283",False,1,"None"
"Canellas Lp, 2009, SOIL SCI","WOS:000271997600004, Canellas Luciano P., Relationships Between Chemical Characteristics and Root Growth Promotion of Humic Acids Isolated From Brazilian Oxisols, SOIL SCIENCE, 174, 611",True,1,"WOS:000271997600004"
"Edwards Jh, 1976, AGRON J","Edwards Jh, 1976, AGRON J, V68, P17",False,1,"None"
"Haghighi Maryam, 2012, INTERNATIONAL JOURNAL OF VEGETABLE SCIENCE","Haghighi Maryam, 2012, INTERNATIONAL JOURNAL OF VEGETABLE SCIENCE, V18, P182",False,1,"None"
"Hambly Ac, 2015, WATER RES","Hambly Ac, 2015, WATER RES, V83, P112",False,1,"None"
"Letey J, 1982, J PLANT NUTR","Letey J, 1982, J PLANT NUTR, V5, P73",False,1,"None"
"Licamele J D, 2009, THESIS","Licamele J D, 2009, THESIS, P172",False,1,"None"
"Mou Beiquan, 2008, V1","Mou Beiquan, 2008, V1, P75",False,1,"None"
"Mylonas Va, 1980, PLANT SOIL","Mylonas Va, 1980, PLANT SOIL, V54, P485",False,1,"None"
"Pingel U, 1976, Z PFLANZENPHYSIOL","Pingel U, 1976, Z PFLANZENPHYSIOL, V79, P109",False,1,"None"
"Polomski R F, 2007, THESIS","Polomski R F, 2007, THESIS",False,1,"None"
"Santos Bm, 2004, WEED SCI","Santos Bm, 2004, WEED SCI, V52, P389",False,1,"None"
"Ulrich Ae, 2014, SCI TOTAL ENVIRON","Ulrich Ae, 2014, SCI TOTAL ENVIRON, V490, P694",False,1,"None"
"Vermeulen N V J, 2012, ACTA HORTIC","Vermeulen N V J, 2012, ACTA HORTIC, V927",False,1,"None"
"Warncke Dd, 1974, J ENVIRON QUAL","Warncke Dd, 1974, J ENVIRON QUAL, V3, P28",False,1,"None"
"Waterer D, 2014, EVALUATION BIBB BUTT","Waterer D, 2014, EVALUATION BIBB BUTT",False,1,"None"
"Wilson Pj, 1990, ANN BOT-LONDON","Wilson Pj, 1990, ANN BOT-LONDON, V66, P479",False,1,"None"
"Ahn Jh, 2010, ENVIRON SCI TECHNOL","Ahn Jh, 2010, ENVIRON SCI TECHNOL, V44, P4505",False,1,"None"
"Beaulieu Jj, 2011, P NATL ACAD SCI USA","Beaulieu Jj, 2011, P NATL ACAD SCI USA, V108, P214",False,1,"None"
"Cao L, 2007, ENVIRON SCI POLLUT R","Cao L, 2007, ENVIRON SCI POLLUT R, V14, P452",False,1,"None"
"Casillas-Hernández R, 2006, AQUACULTURE","Casillas-Hernández R, 2006, AQUACULTURE, V258, P289",False,1,"None"
"Garnaut R, 1992, ECONOMIC REFORM AND INTERNATIONALISATION: CHINA AND THE PACIFIC REGION","Garnaut R, 1992, ECONOMIC REFORM AND INTERNATIONALISATION: CHINA AND THE PACIFIC REGION, P1",False,1,"None"
"[金树权 Jin Shuquan], 2010, [农业环境科学学报","[金树权 Jin Shuquan], 2010, [农业环境科学学报, ,",False,1,"None"
"Matsumoto S, 2010, MICROBES ENVIRON","Matsumoto S, 2010, MICROBES ENVIRON, V25, P164",False,1,"None"
"Ni Bj, 2013, BIOTECHNOL BIOENG","Ni Bj, 2013, BIOTECHNOL BIOENG, V110, P153",False,1,"None"
"Pang W, 2011, PLANT DIS","Pang W, 2011, PLANT DIS, V95, P1308",False,1,"None"
"Sfetcu L, 2008, LUCRARI STIINTIFICE - ZOOTEHNIE SI BIOTEHNOLOGII","Sfetcu L, 2008, LUCRARI STIINTIFICE - ZOOTEHNIE SI BIOTEHNOLOGII, ,",False,1,"None"
"Stief P, 2009, P NATL ACAD SCI USA","Stief P, 2009, P NATL ACAD SCI USA, V106, P4296",False,1,"None"
"Thakur Dp, 2003, AQUACULT ENG","Thakur Dp, 2003, AQUACULT ENG, V27, P159",False,1,"None"
"Valente Lmp, 2011, AQUACULTURE","Valente Lmp, 2011, AQUACULTURE, V318, P128",False,1,"None"
"Yamamoto T, 2008, BIORESOURCE TECHNOL","Yamamoto T, 2008, BIORESOURCE TECHNOL, V99, P6419",False,1,"None"
"Albertsen M, 2013, NAT BIOTECHNOL","Albertsen M, 2013, NAT BIOTECHNOL, V31, P533",False,1,"None"
"Altmann D, 2003, ENVIRON MICROBIOL","Altmann D, 2003, ENVIRON MICROBIOL, V5, P798",False,1,"None"
"Altschul Sf, 1990, J MOL BIOL","Altschul Sf, 1990, J MOL BIOL, V215, P403",False,1,"None"
"Amann Ri, 1990, APPL ENVIRON MICROB","Amann Ri, 1990, APPL ENVIRON MICROB, V56, P1919",False,1,"None"
"Angel R, 2012, ISME J","Angel R, 2012, ISME J, V6, P847",False,1,"None"
"Arp Dj, 2007, ANNU REV MICROBIOL","Arp Dj, 2007, ANNU REV MICROBIOL, V61, P503",False,1,"None"
"Bankevich A, 2012, J COMPUT BIOL","Bankevich A, 2012, J COMPUT BIOL, V19, P455",False,1,"None"
"Benson Da, 2015, NUCLEIC ACIDS RES","Benson Da, 2015, NUCLEIC ACIDS RES, V43, PD30",False,1,"None"
"Bergmann Dj, 2005, APPL ENVIRON MICROB","Bergmann Dj, 2005, APPL ENVIRON MICROB, V71, P5371",False,1,"None"
"Berube Pm, 2012, J BACTERIOL","Berube Pm, 2012, J BACTERIOL, V194, P3448",False,1,"None"
"Boetzer M, 2014, BMC BIOINFORMATICS","Boetzer M, 2014, BMC BIOINFORMATICS, V15",False,1,"None"
"Chain P, 2003, J BACTERIOL","Chain P, 2003, J BACTERIOL, V185, P2759",False,1,"None"
"Daims H, 2006, ENVIRON MICROBIOL","Daims H, 2006, ENVIRON MICROBIOL, V8, P200",False,1,"None"
"Dick Gj, 2009, GENOME BIOL","Dick Gj, 2009, GENOME BIOL, V10",False,1,"None"
"Dupont Cl, 2012, ISME J","Dupont Cl, 2012, ISME J, V6, P1186",False,1,"None"
"Edgar Rc, 2010, BIOINFORMATICS","Edgar Rc, 2010, BIOINFORMATICS, V26, P2460",False,1,"None"
"Finn Rd, 2014, NUCLEIC ACIDS RES","Finn Rd, 2014, NUCLEIC ACIDS RES, V42, PD222",False,1,"None"
"Foesel Bu, 2008, FEMS MICROBIOL ECOL","Foesel Bu, 2008, FEMS MICROBIOL ECOL, V63, P192",False,1,"None"
"Gruber-Dorninger C, 2015, ISME J","Gruber-Dorninger C, 2015, ISME J, V9, P643",False,1,"None"
"Gurevich A, 2013, BIOINFORMATICS","Gurevich A, 2013, BIOINFORMATICS, V29, P1072",False,1,"None"
"Hackl T, 2014, BIOINFORMATICS","Hackl T, 2014, BIOINFORMATICS, V30, P3004",False,1,"None"
"Heinrich R, 1996, REGULATION CELLULAR","Heinrich R, 1996, REGULATION CELLULAR",False,1,"None"
"Hood-Nowotny R, 2010, SOIL SCI SOC AM J","Hood-Nowotny R, 2010, SOIL SCI SOC AM J, V74, P1018",False,1,"None"
"Huson Dh, 2011, GENOME RES","Huson Dh, 2011, GENOME RES, V21, P1552",False,1,"None"
"Hyatt D, 2010, BMC BIOINFORMATICS","Hyatt D, 2010, BMC BIOINFORMATICS, V11",False,1,"None"
"Kandeler E, 1988, BIOL FERT SOILS","Kandeler E, 1988, BIOL FERT SOILS, V6, P68",False,1,"None"
"Katoh K, 2002, NUCLEIC ACIDS RES","Katoh K, 2002, NUCLEIC ACIDS RES, V30, P3059",False,1,"None"
"Klotz Mg, 2008, ENVIRON MICROBIOL","Klotz Mg, 2008, ENVIRON MICROBIOL, V10, P3150",False,1,"None"
"Klotz Mg, 2006, APPL ENVIRON MICROB","Klotz Mg, 2006, APPL ENVIRON MICROB, V72, P6299",False,1,"None"
"Koch H, 2015, P NATL ACAD SCI USA","Koch H, 2015, P NATL ACAD SCI USA, V112, P11371",False,1,"None"
"Koch H, 2014, SCIENCE","Koch H, 2014, SCIENCE, V345, P1052",False,1,"None"
"Lartillot N, 2009, BIOINFORMATICS","Lartillot N, 2009, BIOINFORMATICS, V25, P2286",False,1,"None"
"Lebedeva Ev, 2013, PLOS ONE","Lebedeva Ev, 2013, PLOS ONE, V8",False,1,"None"
"Lebedeva Ev, 2011, FEMS MICROBIOL ECOL","Lebedeva Ev, 2011, FEMS MICROBIOL ECOL, V75, P195",False,1,"None"
"Lücker S, 2010, P NATL ACAD SCI USA","Lücker S, 2010, P NATL ACAD SCI USA, V107, P13479",False,1,"None"
"Maixner F, 2006, ENVIRON MICROBIOL","Maixner F, 2006, ENVIRON MICROBIOL, V8, P1487",False,1,"None"
"Markowitz Vm, 2014, NUCLEIC ACIDS RES","Markowitz Vm, 2014, NUCLEIC ACIDS RES, V42, PD560",False,1,"None"
"Martiny Ac, 2005, APPL ENVIRON MICROB","Martiny Ac, 2005, APPL ENVIRON MICROB, V71, P8611",False,1,"None"
"Miranda Km, 2001, NITRIC OXIDE-BIOL CH","Miranda Km, 2001, NITRIC OXIDE-BIOL CH, V5, P62",False,1,"None"
"Mobarry Bk, 1996, APPL ENVIRON MICROB","Mobarry Bk, 1996, APPL ENVIRON MICROB, V62, P2156",False,1,"None"
"Norton Jm, 2008, APPL ENVIRON MICROB","Norton Jm, 2008, APPL ENVIRON MICROB, V74, P3559",False,1,"None"
"Nowka B, 2015, FEMS MICROBIOL ECOL","Nowka B, 2015, FEMS MICROBIOL ECOL, V91",False,1,"None"
"Ochsenreiter T, 2003, ENVIRON MICROBIOL","Ochsenreiter T, 2003, ENVIRON MICROBIOL, V5, P787",False,1,"None"
"Palatinszky M, 2015, NATURE","Palatinszky M, 2015, NATURE, V524, P105",False,1,"None"
"Parks Dh, 2015, GENOME RES","Parks Dh, 2015, GENOME RES, V25, P1043",False,1,"None"
"Pfeiffer T, 2004, AM NAT","Pfeiffer T, 2004, AM NAT, V163, PE126",False,1,"None"
"Prosser Ji, 2012, TRENDS MICROBIOL","Prosser Ji, 2012, TRENDS MICROBIOL, V20, P523",False,1,"None"
"Purkhold U, 2000, APPL ENVIRON MICROB","Purkhold U, 2000, APPL ENVIRON MICROB, V66, P5368",False,1,"None"
"Radajewski S, 2002, MICROBIOL-SGM","Radajewski S, 2002, MICROBIOL-SGM, V148, P2331",False,1,"None"
"Richter M, 2009, P NATL ACAD SCI USA","Richter M, 2009, P NATL ACAD SCI USA, V106, P19126",False,1,"None"
"Rittmann Be, 1994, WATER SCI TECHNOL","Rittmann Be, 1994, WATER SCI TECHNOL, V30, P1",False,1,"None"
"Ronquist F, 2012, SYST BIOL","Ronquist F, 2012, SYST BIOL, V61, P539",False,1,"None"
"Schramm A, 1998, APPL ENVIRON MICROB","Schramm A, 1998, APPL ENVIRON MICROB, V64, P3480",False,1,"None"
"Sorokin Dy, 2012, ISME J","Sorokin Dy, 2012, ISME J, V6, P2245",False,1,"None"
"Stein Ly, 2007, ENVIRON MICROBIOL","Stein Ly, 2007, ENVIRON MICROBIOL, V9, P2993",False,1,"None"
"Stoecker K, 2006, P NATL ACAD SCI USA","Stoecker K, 2006, P NATL ACAD SCI USA, V103, P2363",False,1,"None"
"Suwa Y, 2011, J BACTERIOL","Suwa Y, 2011, J BACTERIOL, V193, P5047",False,1,"None"
"Taylor Mw, 2007, MICROBIOL MOL BIOL R","Taylor Mw, 2007, MICROBIOL MOL BIOL R, V71, P295",False,1,"None"
"Ushiki N, 2013, MICROBES ENVIRON","Ushiki N, 2013, MICROBES ENVIRON, V28, P346",False,1,"None"
"Vallenet D, 2013, NUCLEIC ACIDS RES","Vallenet D, 2013, NUCLEIC ACIDS RES, V41, PE636",False,1,"None"
"Watson M, 2015, BIOINFORMATICS","Watson M, 2015, BIOINFORMATICS, V31, P114",False,1,"None"
"Watson Sw, 1986, ARCH MICROBIOL","Watson Sw, 1986, ARCH MICROBIOL, V144, P1",False,1,"None"
"Winkler Mkh, 2012, APPL MICROBIOL BIOT","Winkler Mkh, 2012, APPL MICROBIOL BIOT, V94, P1657",False,1,"None"
"Winogradsky S, 1892, ARCH SCI BIOL ST PET","Winogradsky S, 1892, ARCH SCI BIOL ST PET, V1, P87",False,1,"None"
"Wrighton Kc, 2012, SCIENCE","Wrighton Kc, 2012, SCIENCE, V337, P1661",False,1,"None"
"Balasubramanian V, 2004, SCOPE SER","Balasubramanian V, 2004, SCOPE SER, V65, P19",False,1,"None"
"Bouwman Af, 2005, PEDOSPHERE","Bouwman Af, 2005, PEDOSPHERE, V15, P137",False,1,"None"
"Bouwman Af, 1997, GLOBAL BIOGEOCHEM CY","Bouwman Af, 1997, GLOBAL BIOGEOCHEM CY, V11, P561",False,1,"None"
"Bouwman Af, 2005, AGR SYST","Bouwman Af, 2005, AGR SYST, V84, P121",False,1,"None"
"Bouwman Af, 2002, GLOBAL BIOGEOCHEM CY","Bouwman Af, 2002, GLOBAL BIOGEOCHEM CY, V16",False,2,"None"
"Bouwman Af, 2002, WATER AIR SOIL POLL","Bouwman Af, 2002, WATER AIR SOIL POLL, V141, P349",False,1,"None"
"Bouwman Af, 1995, CARBON FORMS AND FUNCTIONS IN FOREST SOILS","Bouwman Af, 1995, CARBON FORMS AND FUNCTIONS IN FOREST SOILS, P503",False,1,"None"
"Bouwman Af, 2005, GLOBAL BIOGEOCHEM CY","Bouwman Af, 2005, GLOBAL BIOGEOCHEM CY, V19",False,1,"None"
"Bruinsma J, 2003, FAO PERSPECTIVE","Bruinsma J, 2003, FAO PERSPECTIVE",False,1,"None"
"Cassavaugh Nd, 2003, AGING NEUROPSYCHOL C","Cassavaugh Nd, 2003, AGING NEUROPSYCHOL C, V10, P44",False,1,"None"
"Delgado C, 1999, 28 INT LIV RES I","Delgado C, 1999, 28 INT LIV RES I",False,1,"None"
"Dobermann A, 2005, SCI CHINA SER C","Dobermann A, 2005, SCI CHINA SER C, V48, P1",False,1,"None"
"*Fao, 2001, FAOSTAT DATABASE COL","*Fao, 2001, FAOSTAT DATABASE COL",False,1,"None"
"*Fao, 1997, FAO LAND WATER B","*Fao, 1997, FAO LAND WATER B, V6",False,1,"None"
"*Fao Ifa, 2002, GLOB EST GAS EM","*Fao Ifa, 2002, GLOB EST GAS EM",False,1,"None"
"Giller K E, 2004, AGRICULTURE AND THE NITROGEN CYCLE: ASSESSING THE IMPACTS OF FERTILIZER USE ON FOOD PRODUCTION AND THE ENVIRONMENT","Giller K E, 2004, AGRICULTURE AND THE NITROGEN CYCLE: ASSESSING THE IMPACTS OF FERTILIZER USE ON FOOD PRODUCTION AND THE ENVIRONMENT, P35",False,1,"None"
"Heathwaite Al, 1993, NITRATE PROCESSES PA","Heathwaite Al, 1993, NITRATE PROCESSES PA, P99",False,1,"None"
"*Image Team, 2001, CD ROM PUBL","*Image Team, 2001, CD ROM PUBL",False,1,"None"
"Johnes P J, 1993, NITRATE: PROCESSES","Johnes P J, 1993, NITRATE: PROCESSES, PATTERNS AND MANAGEMENT., ,",False,1,"None"
"Krupnik T J, 2004, AGRICULTURE AND THE NITROGEN CYCLE: ASSESSING THE IMPACTS OF FERTILIZER USE ON FOOD PRODUCTION AND THE ENVIRONMENT","Krupnik T J, 2004, AGRICULTURE AND THE NITROGEN CYCLE: ASSESSING THE IMPACTS OF FERTILIZER USE ON FOOD PRODUCTION AND THE ENVIRONMENT, P193",False,1,"None"
"Lucas P L, 2004, 5500150042004 NAT I","Lucas P L, 2004, 5500150042004 NAT I",False,1,"None"
"*Mnp, 2005, OUTS ENV ISS HUM DEV","*Mnp, 2005, OUTS ENV ISS HUM DEV",False,1,"None"
"Mosier Ar, 2004, AGR NITROGEN CYCLE","Mosier Ar, 2004, AGR NITROGEN CYCLE, P296",False,1,"None"
"Roy Rn, 2002, AMBIO","Roy Rn, 2002, AMBIO, V31, P177",False,1,"None"
"Schindler Dw, 1977, SCIENCE","Schindler Dw, 1977, SCIENCE, V195, P260",False,1,"None"
"Sere C, 1996, WORLD LIVESTOCK PROD","Sere C, 1996, WORLD LIVESTOCK PROD",False,1,"None"
"Smil V, 1999, GLOBAL BIOGEOCHEM CY","Smil V, 1999, GLOBAL BIOGEOCHEM CY, V13, P647",False,1,"None"
"Tilman D, 2001, SCIENCE","Tilman D, 2001, SCIENCE, V292, P281",False,1,"None"
"United Nations, 1987, UN GEN ASSEMBLY DOCU","United Nations, 1987, UN GEN ASSEMBLY DOCU",False,1,"None"
"Van Der Hoek Kw, 1998, NITROGEN","Van Der Hoek Kw, 1998, NITROGEN, ,",False,1,"None"
